NAME,H1_001N,zip code tabulation area
ZCTA5 68458,84,68458
ZCTA5 68460,383,68460
ZCTA5 68461,269,68461
ZCTA5 71082,2154,71082
ZCTA5 71075,2990,71075
ZCTA5 71078,2685,71078
ZCTA5 71079,102,71079
ZCTA5 71101,4142,71101
ZCTA5 71103,3169,71103
ZCTA5 71104,7733,71104
ZCTA5 71105,11582,71105
ZCTA5 71106,15269,71106
ZCTA5 71107,13422,71107
ZCTA5 71108,7737,71108
ZCTA5 71109,9144,71109
ZCTA5 71110,834,71110
ZCTA5 71111,19478,71111
ZCTA5 71112,13906,71112
ZCTA5 99518,4462,99518
ZCTA5 99519,5,99519
ZCTA5 99530,0,99530
ZCTA5 99540,181,99540
ZCTA5 99546,244,99546
ZCTA5 99547,38,99547
ZCTA5 99548,44,99548
ZCTA5 99549,56,99549
ZCTA5 99550,126,99550
ZCTA5 99551,204,99551
ZCTA5 99552,107,99552
ZCTA5 99553,49,99553
ZCTA5 99554,181,99554
ZCTA5 99555,117,99555
ZCTA5 99556,1803,99556
ZCTA5 99557,418,99557
ZCTA5 99558,42,99558
ZCTA5 99559,2622,99559
ZCTA5 99561,110,99561
ZCTA5 99563,245,99563
ZCTA5 99564,87,99564
ZCTA5 99565,73,99565
ZCTA5 99566,313,99566
ZCTA5 99567,3477,99567
ZCTA5 99568,297,99568
ZCTA5 99569,120,99569
ZCTA5 99571,89,99571
ZCTA5 99572,448,99572
ZCTA5 35223,4799,35223
ZCTA5 35224,2651,35224
ZCTA5 35226,15118,35226
ZCTA5 35228,4476,35228
ZCTA5 35229,9,35229
ZCTA5 35233,1851,35233
ZCTA5 35234,2556,35234
ZCTA5 35235,8699,35235
ZCTA5 35242,24215,35242
ZCTA5 35243,10394,35243
ZCTA5 35244,15372,35244
ZCTA5 35249,0,35249
ZCTA5 35254,5,35254
ZCTA5 35401,18913,35401
ZCTA5 35404,10586,35404
ZCTA5 35405,21554,35405
ZCTA5 35406,7152,35406
ZCTA5 35441,770,35441
ZCTA5 35442,2285,35442
ZCTA5 36471,532,36471
ZCTA5 36460,4917,36460
ZCTA5 56644,505,56644
ZCTA5 56646,166,56646
ZCTA5 56647,462,56647
ZCTA5 56649,5184,56649
ZCTA5 56650,513,56650
ZCTA5 56651,413,56651
ZCTA5 56652,316,56652
ZCTA5 56653,681,56653
ZCTA5 56654,93,56654
ZCTA5 56655,2022,56655
ZCTA5 56657,536,56657
ZCTA5 56658,18,56658
ZCTA5 56659,83,56659
ZCTA5 56660,179,56660
ZCTA5 56661,750,56661
ZCTA5 56662,1087,56662
ZCTA5 56663,177,56663
ZCTA5 39153,1474,39153
ZCTA5 39154,3734,39154
ZCTA5 39156,214,39156
ZCTA5 39157,12527,39157
ZCTA5 39159,1161,39159
ZCTA5 39160,1197,39160
ZCTA5 39162,115,39162
ZCTA5 39166,204,39166
ZCTA5 39167,17,39167
ZCTA5 39168,2718,39168
ZCTA5 39169,1168,39169
ZCTA5 39170,3951,39170
ZCTA5 39173,7,39173
ZCTA5 39174,49,39174
ZCTA5 39175,1919,39175
ZCTA5 39176,996,39176
ZCTA5 39177,32,39177
ZCTA5 39179,504,39179
ZCTA5 39180,14230,39180
ZCTA5 39183,7008,39183
ZCTA5 39189,1466,39189
ZCTA5 39191,3407,39191
ZCTA5 39192,799,39192
ZCTA5 39193,26,39193
ZCTA5 39194,7309,39194
ZCTA5 39201,447,39201
ZCTA5 39202,4329,39202
ZCTA5 39203,2359,39203
ZCTA5 39204,7752,39204
ZCTA5 39206,11243,39206
ZCTA5 39208,13018,39208
ZCTA5 39209,12728,39209
ZCTA5 39210,16,39210
ZCTA5 39211,11988,39211
ZCTA5 39212,12648,39212
ZCTA5 39213,10043,39213
ZCTA5 39216,2391,39216
ZCTA5 39217,19,39217
ZCTA5 39218,2967,39218
ZCTA5 39232,4267,39232
ZCTA5 39269,0,39269
ZCTA5 39272,5889,39272
ZCTA5 39301,11303,39301
ZCTA5 39305,9198,39305
ZCTA5 64655,127,64655
ZCTA5 64652,184,64652
ZCTA5 64653,311,64653
ZCTA5 64654,15,64654
ZCTA5 64656,110,64656
ZCTA5 64657,168,64657
ZCTA5 64658,1547,64658
ZCTA5 64659,386,64659
ZCTA5 64660,247,64660
ZCTA5 64661,363,64661
ZCTA5 64664,142,64664
ZCTA5 64667,183,64667
ZCTA5 64668,677,64668
ZCTA5 64670,477,64670
ZCTA5 64671,1065,64671
ZCTA5 64672,125,64672
ZCTA5 64673,1348,64673
ZCTA5 64674,213,64674
ZCTA5 64676,88,64676
ZCTA5 64679,346,64679
ZCTA5 55404,14274,55404
ZCTA5 55405,7975,55405
ZCTA5 55406,16521,55406
ZCTA5 55407,15431,55407
ZCTA5 55408,18258,55408
ZCTA5 55409,5270,55409
ZCTA5 55410,9076,55410
ZCTA5 55411,10512,55411
ZCTA5 55412,9148,55412
ZCTA5 55413,7523,55413
ZCTA5 55414,16403,55414
ZCTA5 55415,2974,55415
ZCTA5 55416,18901,55416
ZCTA5 55417,11410,55417
ZCTA5 55418,14512,55418
ZCTA5 55419,11323,55419
ZCTA5 55420,9525,55420
ZCTA5 55421,13231,55421
ZCTA5 55422,12953,55422
ZCTA5 55423,16943,55423
ZCTA5 55424,3661,55424
ZCTA5 55425,4601,55425
ZCTA5 55426,12316,55426
ZCTA5 55427,10779,55427
ZCTA5 55428,12842,55428
ZCTA5 55429,10547,55429
ZCTA5 55430,8544,55430
ZCTA5 55431,8714,55431
ZCTA5 55432,13624,55432
ZCTA5 55433,14252,55433
ZCTA5 55434,12295,55434
ZCTA5 55435,7935,55435
ZCTA5 55436,6464,55436
ZCTA5 55437,8984,55437
ZCTA5 55438,7768,55438
ZCTA5 55439,3704,55439
ZCTA5 55441,8170,55441
ZCTA5 55442,5720,55442
ZCTA5 55443,12266,55443
ZCTA5 55444,5411,55444
ZCTA5 55445,4777,55445
ZCTA5 56637,159,56637
ZCTA5 56633,2343,56633
ZCTA5 56634,758,56634
ZCTA5 56636,2940,56636
ZCTA5 56639,464,56639
ZCTA5 56641,312,56641
ZCTA5 71115,7498,71115
ZCTA5 71118,10762,71118
ZCTA5 71119,5114,71119
ZCTA5 71129,6147,71129
ZCTA5 71201,10590,71201
ZCTA5 71202,10638,71202
ZCTA5 71203,16749,71203
ZCTA5 71209,4,71209
ZCTA5 71212,9,71212
ZCTA5 71218,26,71218
ZCTA5 71219,524,71219
ZCTA5 71220,9649,71220
ZCTA5 71222,1487,71222
ZCTA5 71223,214,71223
ZCTA5 27871,2004,27871
ZCTA5 27872,128,27872
ZCTA5 27873,165,27873
ZCTA5 27874,2153,27874
ZCTA5 27875,265,27875
ZCTA5 35150,8775,35150
ZCTA5 35147,2336,35147
ZCTA5 35148,1241,35148
ZCTA5 35149,254,35149
ZCTA5 35151,3574,35151
ZCTA5 35160,12310,35160
ZCTA5 35171,1410,35171
ZCTA5 35172,1338,35172
ZCTA5 35173,11565,35173
ZCTA5 35175,2251,35175
ZCTA5 35176,411,35176
ZCTA5 35178,1669,35178
ZCTA5 35179,4015,35179
ZCTA5 35180,5790,35180
ZCTA5 35181,14,35181
ZCTA5 35183,357,35183
ZCTA5 35184,2510,35184
ZCTA5 35185,2,35185
ZCTA5 35186,2218,35186
ZCTA5 35188,1161,35188
ZCTA5 35203,1989,35203
ZCTA5 35204,5217,35204
ZCTA5 35205,11989,35205
ZCTA5 35206,7491,35206
ZCTA5 35207,3881,35207
ZCTA5 35208,6942,35208
ZCTA5 35209,14604,35209
ZCTA5 35210,6755,35210
ZCTA5 35211,13899,35211
ZCTA5 35212,5700,35212
ZCTA5 35213,6554,35213
ZCTA5 35214,8345,35214
ZCTA5 35215,20014,35215
ZCTA5 35216,17391,35216
ZCTA5 35217,6056,35217
ZCTA5 35218,3564,35218
ZCTA5 35221,2317,35221
ZCTA5 35222,4572,35222
ZCTA5 97882,2225,97882
ZCTA5 97883,1129,97883
ZCTA5 97884,132,97884
ZCTA5 97885,712,97885
ZCTA5 97886,996,97886
ZCTA5 97901,299,97901
ZCTA5 97902,22,97902
ZCTA5 97903,70,97903
ZCTA5 97904,97,97904
ZCTA5 97905,69,97905
ZCTA5 97906,128,97906
ZCTA5 97907,370,97907
ZCTA5 97908,53,97908
ZCTA5 97909,16,97909
ZCTA5 97910,377,97910
ZCTA5 97911,60,97911
ZCTA5 97913,2023,97913
ZCTA5 97914,6665,97914
ZCTA5 97917,13,97917
ZCTA5 97918,1837,97918
ZCTA5 97920,19,97920
ZCTA5 98001,12098,98001
ZCTA5 98002,15196,98002
ZCTA5 98003,19927,98003
ZCTA5 98004,20216,98004
ZCTA5 98005,9091,98005
ZCTA5 98006,14733,98006
ZCTA5 98007,12639,98007
ZCTA5 98008,9897,98008
ZCTA5 98010,2202,98010
ZCTA5 98011,12335,98011
ZCTA5 98012,27984,98012
ZCTA5 13473,500,13473
ZCTA5 13476,1353,13476
ZCTA5 13477,569,13477
ZCTA5 13478,1302,13478
ZCTA5 13480,1446,13480
ZCTA5 13482,40,13482
ZCTA5 13483,143,13483
ZCTA5 13484,15,13484
ZCTA5 13485,625,13485
ZCTA5 13486,344,13486
ZCTA5 13488,105,13488
ZCTA5 13489,279,13489
ZCTA5 13490,557,13490
ZCTA5 13491,1598,13491
ZCTA5 13492,5299,13492
ZCTA5 13493,962,13493
ZCTA5 13494,513,13494
ZCTA5 13495,1014,13495
ZCTA5 13501,17384,13501
ZCTA5 13502,15568,13502
ZCTA5 13601,18426,13601
ZCTA5 13602,458,13602
ZCTA5 13603,4395,13603
ZCTA5 13605,2310,13605
ZCTA5 13606,1136,13606
ZCTA5 13607,1831,13607
ZCTA5 13608,699,13608
ZCTA5 13611,93,13611
ZCTA5 13612,1200,13612
ZCTA5 13613,1172,13613
ZCTA5 13614,150,13614
ZCTA5 13615,444,13615
ZCTA5 13616,839,13616
ZCTA5 13617,4108,13617
ZCTA5 13618,2295,13618
ZCTA5 13619,4946,13619
ZCTA5 13620,885,13620
ZCTA5 13621,346,13621
ZCTA5 13622,1488,13622
ZCTA5 13623,83,13623
ZCTA5 13624,3437,13624
ZCTA5 13625,1137,13625
ZCTA5 13626,1057,13626
ZCTA5 13628,115,13628
ZCTA5 13630,585,13630
ZCTA5 13632,94,13632
ZCTA5 13633,121,13633
ZCTA5 13634,2263,13634
ZCTA5 13635,508,13635
ZCTA5 13636,103,13636
ZCTA5 13637,2298,13637
ZCTA5 13638,169,13638
ZCTA5 13639,42,13639
ZCTA5 13640,855,13640
ZCTA5 20656,41,20656
ZCTA5 20646,7619,20646
ZCTA5 20650,6080,20650
ZCTA5 20653,10664,20653
ZCTA5 20657,7890,20657
ZCTA5 20658,393,20658
ZCTA5 20659,8676,20659
ZCTA5 20660,29,20660
ZCTA5 20661,0,20661
ZCTA5 20662,1141,20662
ZCTA5 20664,1320,20664
ZCTA5 44864,1498,44864
ZCTA5 44865,1402,44865
ZCTA5 44866,833,44866
ZCTA5 44867,939,44867
ZCTA5 44870,20018,44870
ZCTA5 44874,127,44874
ZCTA5 44875,6165,44875
ZCTA5 44878,1100,44878
ZCTA5 44880,1101,44880
ZCTA5 44881,48,44881
ZCTA5 44882,1200,44882
ZCTA5 44883,12601,44883
ZCTA5 44887,405,44887
ZCTA5 44889,2842,44889
ZCTA5 44890,4776,44890
ZCTA5 44901,0,44901
ZCTA5 44902,2426,44902
ZCTA5 44903,11348,44903
ZCTA5 44904,6323,44904
ZCTA5 44905,5386,44905
ZCTA5 54005,1355,54005
ZCTA5 54002,2691,54002
ZCTA5 54003,441,54003
ZCTA5 54004,1024,54004
ZCTA5 54006,395,54006
ZCTA5 54007,521,54007
ZCTA5 54009,1167,54009
ZCTA5 54011,2890,54011
ZCTA5 54013,1429,54013
ZCTA5 54014,1025,54014
ZCTA5 54015,1430,54015
ZCTA5 54016,13310,54016
ZCTA5 54017,7868,54017
ZCTA5 54020,3357,54020
ZCTA5 54021,2809,54021
ZCTA5 54022,8888,54022
ZCTA5 54023,1695,54023
ZCTA5 54024,2623,54024
ZCTA5 54025,2953,54025
ZCTA5 54026,935,54026
ZCTA5 54027,472,54027
ZCTA5 54028,1051,54028
ZCTA5 54082,702,54082
ZCTA5 54101,1185,54101
ZCTA5 54102,1300,54102
ZCTA5 54103,580,54103
ZCTA5 54104,2237,54104
ZCTA5 54106,1863,54106
ZCTA5 54107,1584,54107
ZCTA5 54110,2283,54110
ZCTA5 54111,1176,54111
ZCTA5 54112,1085,54112
ZCTA5 54113,1398,54113
ZCTA5 54114,5947,54114
ZCTA5 54115,19584,54115
ZCTA5 54119,852,54119
ZCTA5 54120,477,54120
ZCTA5 54121,3138,54121
ZCTA5 54123,119,54123
ZCTA5 54124,1950,54124
ZCTA5 54125,525,54125
ZCTA5 54126,1538,54126
ZCTA5 54127,46,54127
ZCTA5 54128,928,54128
ZCTA5 98014,2923,98014
ZCTA5 98019,4412,98019
ZCTA5 98020,9405,98020
ZCTA5 98021,12481,98021
ZCTA5 98022,9838,98022
ZCTA5 98023,18777,98023
ZCTA5 98024,2027,98024
ZCTA5 36540,430,36540
ZCTA5 36541,5989,36541
ZCTA5 36542,17680,36542
ZCTA5 36543,15,36543
ZCTA5 36544,4681,36544
ZCTA5 36545,4295,36545
ZCTA5 36547,0,36547
ZCTA5 36548,490,36548
ZCTA5 36549,3230,36549
ZCTA5 36550,123,36550
ZCTA5 36551,3944,36551
ZCTA5 36553,1337,36553
ZCTA5 36555,475,36555
ZCTA5 36556,175,36556
ZCTA5 36558,1847,36558
ZCTA5 36559,115,36559
ZCTA5 36560,1558,36560
ZCTA5 36561,15600,36561
ZCTA5 36562,790,36562
ZCTA5 36564,15,36564
ZCTA5 36567,5898,36567
ZCTA5 46155,40,46155
ZCTA5 46150,329,46150
ZCTA5 46151,13449,46151
ZCTA5 46154,50,46154
ZCTA5 46156,549,46156
ZCTA5 46157,1536,46157
ZCTA5 46158,9817,46158
ZCTA5 46160,2785,46160
ZCTA5 46161,1038,46161
ZCTA5 71225,3349,71225
ZCTA5 71226,940,71226
ZCTA5 71227,1767,71227
ZCTA5 71229,694,71229
ZCTA5 71230,3,71230
ZCTA5 71232,2866,71232
ZCTA5 71233,117,71233
ZCTA5 71234,2028,71234
ZCTA5 71235,1983,71235
ZCTA5 71237,485,71237
ZCTA5 71238,1234,71238
ZCTA5 71241,4586,71241
ZCTA5 71242,9,71242
ZCTA5 71243,110,71243
ZCTA5 71245,1328,71245
ZCTA5 71247,468,71247
ZCTA5 71250,97,71250
ZCTA5 71251,3808,71251
ZCTA5 71253,139,71253
ZCTA5 71254,2413,71254
ZCTA5 71256,291,71256
ZCTA5 71259,758,71259
ZCTA5 71260,1340,71260
ZCTA5 71261,879,71261
ZCTA5 71263,3397,71263
ZCTA5 71264,482,71264
ZCTA5 71266,708,71266
ZCTA5 71268,1252,71268
ZCTA5 36467,4695,36467
ZCTA5 36470,28,36470
ZCTA5 36473,101,36473
ZCTA5 36474,1372,36474
ZCTA5 36475,988,36475
ZCTA5 36476,35,36476
ZCTA5 36477,2285,36477
ZCTA5 36480,851,36480
ZCTA5 36481,176,36481
ZCTA5 36482,486,36482
ZCTA5 36483,313,36483
ZCTA5 36502,7436,36502
ZCTA5 36503,0,36503
ZCTA5 36505,618,36505
ZCTA5 36507,8235,36507
ZCTA5 36509,751,36509
ZCTA5 36511,337,36511
ZCTA5 36512,17,36512
ZCTA5 36513,209,36513
ZCTA5 36518,1116,36518
ZCTA5 36521,2240,36521
ZCTA5 36522,3180,36522
ZCTA5 36523,1379,36523
ZCTA5 36524,700,36524
ZCTA5 36525,779,36525
ZCTA5 36526,15195,36526
ZCTA5 36527,7136,36527
ZCTA5 36528,2042,36528
ZCTA5 36529,272,36529
ZCTA5 36530,4086,36530
ZCTA5 36532,16806,36532
ZCTA5 36535,16789,36535
ZCTA5 36538,268,36538
ZCTA5 36539,338,36539
ZCTA5 64681,110,64681
ZCTA5 64682,178,64682
ZCTA5 64683,4002,64683
ZCTA5 64686,110,64686
ZCTA5 64688,239,64688
ZCTA5 64689,273,64689
ZCTA5 64701,5993,64701
ZCTA5 64720,1623,64720
ZCTA5 64722,196,64722
ZCTA5 64723,295,64723
ZCTA5 64724,880,64724
ZCTA5 64725,953,64725
ZCTA5 64726,204,64726
ZCTA5 64728,235,64728
ZCTA5 64730,3076,64730
ZCTA5 64733,486,64733
ZCTA5 64734,776,64734
ZCTA5 64735,6629,64735
ZCTA5 64738,553,64738
ZCTA5 64739,440,64739
ZCTA5 64740,1111,64740
ZCTA5 64741,130,64741
ZCTA5 64742,936,64742
ZCTA5 64743,134,64743
ZCTA5 64744,3659,64744
ZCTA5 64745,42,64745
ZCTA5 64746,644,64746
ZCTA5 64747,1616,64747
ZCTA5 64748,664,64748
ZCTA5 64750,164,64750
ZCTA5 64752,298,64752
ZCTA5 64755,1121,64755
ZCTA5 64756,387,64756
ZCTA5 64759,3560,64759
ZCTA5 64761,634,64761
ZCTA5 64762,667,64762
ZCTA5 64763,858,64763
ZCTA5 71275,1129,71275
ZCTA5 71269,5044,71269
ZCTA5 71270,14678,71270
ZCTA5 71272,20,71272
ZCTA5 71276,108,71276
ZCTA5 71277,811,71277
ZCTA5 71279,25,71279
ZCTA5 71280,2001,71280
ZCTA5 71282,3933,71282
ZCTA5 71286,251,71286
ZCTA5 71291,15720,71291
ZCTA5 71292,10034,71292
ZCTA5 71295,5985,71295
ZCTA5 71301,9555,71301
ZCTA5 71302,6172,71302
ZCTA5 71303,10104,71303
ZCTA5 71316,42,71316
ZCTA5 71320,113,71320
ZCTA5 71322,3039,71322
ZCTA5 71323,443,71323
ZCTA5 71325,456,71325
ZCTA5 71326,524,71326
ZCTA5 71327,1730,71327
ZCTA5 71328,3388,71328
ZCTA5 71330,35,71330
ZCTA5 71331,440,71331
ZCTA5 71333,349,71333
ZCTA5 71334,4003,71334
ZCTA5 56666,241,56666
ZCTA5 56667,351,56667
ZCTA5 56668,104,56668
ZCTA5 56669,433,56669
ZCTA5 56670,374,56670
ZCTA5 56671,924,56671
ZCTA5 56672,2262,56672
ZCTA5 56673,490,56673
ZCTA5 56676,1052,56676
ZCTA5 56678,660,56678
ZCTA5 56680,130,56680
ZCTA5 56681,246,56681
ZCTA5 56683,403,56683
ZCTA5 56684,194,56684
ZCTA5 56685,237,56685
ZCTA5 56686,818,56686
ZCTA5 56688,131,56688
ZCTA5 56701,6093,56701
ZCTA5 56710,241,56710
ZCTA5 56711,335,56711
ZCTA5 56713,446,56713
ZCTA5 56714,546,56714
ZCTA5 56715,163,56715
ZCTA5 56716,4021,56716
ZCTA5 56720,18,56720
ZCTA5 56721,4417,56721
ZCTA5 56722,159,56722
ZCTA5 56723,411,56723
ZCTA5 56724,106,56724
ZCTA5 56725,447,56725
ZCTA5 56726,688,56726
ZCTA5 56727,463,56727
ZCTA5 56728,682,56728
ZCTA5 56729,71,56729
ZCTA5 59823,858,59823
ZCTA5 59812,14,59812
ZCTA5 59820,734,59820
ZCTA5 59821,1069,59821
ZCTA5 59824,675,59824
ZCTA5 59825,1168,59825
ZCTA5 59826,583,59826
ZCTA5 59827,195,59827
ZCTA5 59828,2733,59828
ZCTA5 59829,1666,59829
ZCTA5 59830,135,59830
ZCTA5 59831,211,59831
ZCTA5 59832,453,59832
ZCTA5 59833,2426,59833
ZCTA5 59834,949,59834
ZCTA5 59837,227,59837
ZCTA5 59840,7118,59840
ZCTA5 59841,191,59841
ZCTA5 59842,80,59842
ZCTA5 59843,201,59843
ZCTA5 59844,359,59844
ZCTA5 59845,723,59845
ZCTA5 59846,729,59846
ZCTA5 59847,2594,59847
ZCTA5 59848,61,59848
ZCTA5 59851,94,59851
ZCTA5 59853,541,59853
ZCTA5 59854,212,59854
ZCTA5 59855,281,59855
ZCTA5 59856,145,59856
ZCTA5 20667,220,20667
ZCTA5 20670,553,20670
ZCTA5 20674,416,20674
ZCTA5 20675,662,20675
ZCTA5 20676,1477,20676
ZCTA5 20677,943,20677
ZCTA5 20678,4773,20678
ZCTA5 20680,530,20680
ZCTA5 20684,533,20684
ZCTA5 20685,2587,20685
ZCTA5 20686,7,20686
ZCTA5 20687,221,20687
ZCTA5 20688,973,20688
ZCTA5 20689,671,20689
ZCTA5 20690,473,20690
ZCTA5 20692,308,20692
ZCTA5 20693,413,20693
ZCTA5 20695,4782,20695
ZCTA5 20701,411,20701
ZCTA5 20705,9855,20705
ZCTA5 20706,13618,20706
ZCTA5 20707,15693,20707
ZCTA5 20708,10846,20708
ZCTA5 20710,3877,20710
ZCTA5 20711,2714,20711
ZCTA5 20712,4114,20712
ZCTA5 20714,2065,20714
ZCTA5 20715,9316,20715
ZCTA5 20716,9368,20716
ZCTA5 20720,8314,20720
ZCTA5 20721,10158,20721
ZCTA5 20722,2138,20722
ZCTA5 20723,12386,20723
ZCTA5 20724,7454,20724
ZCTA5 20732,4171,20732
ZCTA5 20733,1196,20733
ZCTA5 20735,13483,20735
ZCTA5 20736,3342,20736
ZCTA5 20737,7002,20737
ZCTA5 20740,14459,20740
ZCTA5 20742,38,20742
ZCTA5 20743,16006,20743
ZCTA5 20744,19995,20744
ZCTA5 20745,13404,20745
ZCTA5 20746,14735,20746
ZCTA5 20747,17114,20747
ZCTA5 31634,2516,31634
ZCTA5 31630,239,31630
ZCTA5 31631,280,31631
ZCTA5 31632,5442,31632
ZCTA5 31635,2788,31635
ZCTA5 31636,4480,31636
ZCTA5 31637,1284,31637
ZCTA5 31638,398,31638
ZCTA5 31639,4537,31639
ZCTA5 31641,849,31641
ZCTA5 31642,1931,31642
ZCTA5 31643,4032,31643
ZCTA5 31645,2071,31645
ZCTA5 31647,1426,31647
ZCTA5 31648,392,31648
ZCTA5 31649,348,31649
ZCTA5 31650,1374,31650
ZCTA5 31698,9,31698
ZCTA5 54129,1545,54129
ZCTA5 54130,11017,54130
ZCTA5 54135,1642,54135
ZCTA5 54136,3004,54136
ZCTA5 54137,450,54137
ZCTA5 54138,1411,54138
ZCTA5 54139,1446,54139
ZCTA5 54140,3600,54140
ZCTA5 54141,1204,54141
ZCTA5 54143,7394,54143
ZCTA5 54149,1894,54149
ZCTA5 54150,360,54150
ZCTA5 54151,1975,54151
ZCTA5 67733,56,67733
ZCTA5 67730,874,67730
ZCTA5 67731,387,67731
ZCTA5 67732,255,67732
ZCTA5 67734,77,67734
ZCTA5 67735,2700,67735
ZCTA5 67736,107,67736
ZCTA5 67737,243,67737
ZCTA5 67738,253,67738
ZCTA5 67739,152,67739
ZCTA5 67740,811,67740
ZCTA5 67741,154,67741
ZCTA5 67743,91,67743
ZCTA5 67744,109,67744
ZCTA5 67745,174,67745
ZCTA5 67747,76,67747
ZCTA5 67748,1230,67748
ZCTA5 67749,1243,67749
ZCTA5 67751,119,67751
ZCTA5 67752,622,67752
ZCTA5 67753,217,67753
ZCTA5 67756,1059,67756
ZCTA5 67757,235,67757
ZCTA5 67758,535,67758
ZCTA5 67761,112,67761
ZCTA5 67762,118,67762
ZCTA5 67764,199,67764
ZCTA5 67801,11093,67801
ZCTA5 67831,554,67831
ZCTA5 67834,419,67834
ZCTA5 67835,1164,67835
ZCTA5 67836,69,67836
ZCTA5 67837,316,67837
ZCTA5 67838,365,67838
ZCTA5 67839,749,67839
ZCTA5 67840,65,67840
ZCTA5 67841,135,67841
ZCTA5 67842,203,67842
ZCTA5 67843,77,67843
ZCTA5 67844,398,67844
ZCTA5 67846,13093,67846
ZCTA5 67849,187,67849
ZCTA5 67850,162,67850
ZCTA5 67851,934,67851
ZCTA5 67853,334,67853
ZCTA5 67854,574,67854
ZCTA5 67855,816,67855
ZCTA5 67857,80,67857
ZCTA5 67859,254,67859
ZCTA5 67860,1166,67860
ZCTA5 67861,873,67861
ZCTA5 46162,213,46162
ZCTA5 46163,5068,46163
ZCTA5 46164,2646,46164
ZCTA5 46165,627,46165
ZCTA5 46166,970,46166
ZCTA5 46167,2647,46167
ZCTA5 46168,14688,46168
ZCTA5 46170,13,46170
ZCTA5 46171,767,46171
ZCTA5 46172,1045,46172
ZCTA5 46173,4757,46173
ZCTA5 46175,250,46175
ZCTA5 46176,12456,46176
ZCTA5 46180,424,46180
ZCTA5 46181,2150,46181
ZCTA5 46182,824,46182
ZCTA5 46183,44,46183
ZCTA5 46184,4701,46184
ZCTA5 46186,699,46186
ZCTA5 46201,15988,46201
ZCTA5 46202,12777,46202
ZCTA5 46203,17660,46203
ZCTA5 46204,6859,46204
ZCTA5 46205,14161,46205
ZCTA5 46206,2,46206
ZCTA5 46208,11264,46208
ZCTA5 46214,12133,46214
ZCTA5 46216,1440,46216
ZCTA5 46217,13265,46217
ZCTA5 46218,14609,46218
ZCTA5 46219,17181,46219
ZCTA5 46220,18216,46220
ZCTA5 46221,11156,46221
ZCTA5 46222,15820,46222
ZCTA5 46224,16971,46224
ZCTA5 46225,3293,46225
ZCTA5 46226,19601,46226
ZCTA5 46227,26338,46227
ZCTA5 46228,6547,46228
ZCTA5 46229,11875,46229
ZCTA5 46231,3708,46231
ZCTA5 46234,10940,46234
ZCTA5 46235,13782,46235
ZCTA5 46236,10616,46236
ZCTA5 46237,17950,46237
ZCTA5 46239,11906,46239
ZCTA5 46240,11596,46240
ZCTA5 46241,12947,46241
ZCTA5 46259,4724,46259
ZCTA5 46250,10377,46250
ZCTA5 46254,17873,46254
ZCTA5 46256,10560,46256
ZCTA5 46260,16139,46260
ZCTA5 46268,12465,46268
ZCTA5 46278,3483,46278
ZCTA5 46280,3889,46280
ZCTA5 46290,94,46290
ZCTA5 46301,498,46301
ZCTA5 46302,67,46302
ZCTA5 46303,6965,46303
ZCTA5 46304,11318,46304
ZCTA5 46307,26719,46307
ZCTA5 46310,5623,46310
ZCTA5 46311,8784,46311
ZCTA5 71336,815,71336
ZCTA5 71339,23,71339
ZCTA5 71340,451,71340
ZCTA5 71341,1345,71341
ZCTA5 71342,3221,71342
ZCTA5 71343,3582,71343
ZCTA5 71345,59,71345
ZCTA5 71346,1292,71346
ZCTA5 71350,2057,71350
ZCTA5 71351,5300,71351
ZCTA5 71353,818,71353
ZCTA5 71354,904,71354
ZCTA5 71355,1258,71355
ZCTA5 71356,183,71356
ZCTA5 71357,1059,71357
ZCTA5 71358,507,71358
ZCTA5 71359,3,71359
ZCTA5 71360,15418,71360
ZCTA5 71362,943,71362
ZCTA5 71366,1064,71366
ZCTA5 71367,566,71367
ZCTA5 71368,687,71368
ZCTA5 71369,1127,71369
ZCTA5 71371,980,71371
ZCTA5 71373,3116,71373
ZCTA5 71375,644,71375
ZCTA5 71378,1084,71378
ZCTA5 71401,42,71401
ZCTA5 71403,2035,71403
ZCTA5 75238,14014,75238
ZCTA5 75235,9674,75235
ZCTA5 75236,7326,75236
ZCTA5 75237,8263,75237
ZCTA5 75240,11602,75240
ZCTA5 75241,10954,75241
ZCTA5 75243,29817,75243
ZCTA5 75244,6407,75244
ZCTA5 75246,1385,75246
ZCTA5 75247,322,75247
ZCTA5 75248,18471,75248
ZCTA5 75249,4877,75249
ZCTA5 75251,2776,75251
ZCTA5 75252,14186,75252
ZCTA5 75253,7486,75253
ZCTA5 75254,12995,75254
ZCTA5 75261,3,75261
ZCTA5 75270,0,75270
ZCTA5 75287,28787,75287
ZCTA5 75390,0,75390
ZCTA5 75401,7802,75401
ZCTA5 75402,8059,75402
ZCTA5 75407,8631,75407
ZCTA5 75409,7149,75409
ZCTA5 75410,2439,75410
ZCTA5 75411,620,75411
ZCTA5 75412,308,75412
ZCTA5 75413,75,75413
ZCTA5 75414,1390,75414
ZCTA5 75415,101,75415
ZCTA5 75416,1254,75416
ZCTA5 75417,1188,75417
ZCTA5 75418,5495,75418
ZCTA5 75420,525,75420
ZCTA5 75421,399,75421
ZCTA5 59858,1126,59858
ZCTA5 59859,1870,59859
